I	1	386	-1.1640599814943229	7.458538349030514e-7	.	-1	-1	.	.	.	0
I	20822	21222	-0.3602332725118308	0.11913426561098273	.	-1	-1	.	.	.	0
I	32853	33253	0.30492744856578685	0.42364897819946995	I	33086	33088	+	promoter	YAL061W	2
I	32853	33253	0.30492744856578685	0.42364897819946995	I	32851	32854	-	promoter	1R-18	1
I	32853	33253	0.30492744856578685	0.42364897819946995	I	32930	32982	-	promoter	1R-18	52
I	45269	45669	-0.617157070330583	0.017897884428399468	I	45667	46002	+	promoter	YAL053W	2
I	45269	45669	-0.617157070330583	0.017897884428399468	I	45651	45708	-	promoter	YAL054C	18
I	68348	68748	-0.43635849048415143	0.12504577224333105	I	68691	68747	+	promoter	1F-32	56
I	92466	92866	0.038420081328529046	0.8979358694875179	I	92827	93102	+	promoter	YAL028W	39
I	92466	92866	0.038420081328529046	0.8979358694875179	I	92440	92573	-	promoter	YAL029C	107
I	138941	139341	-0.0710809578181759	0.808233873008149	I	138952	139053	-	promoter	YAL007C	101
I	141641	142041	-0.4029957416966776	0.14405020454939668	I	141672	141689	+	promoter	YAL003W	17
I	141641	142041	-0.4029957416966776	0.14405020454939668	I	141741	141748	+	promoter	YAL003W	7
I	141641	142041	-0.4029957416966776	0.14405020454939668	I	141914	142084	+	promoter	YAL003W	127
I	141641	142041	-0.4029957416966776	0.14405020454939668	I	141180	141678	-	promoter	YAL005C	37
I	141641	142041	-0.4029957416966776	0.14405020454939668	I	141929	142002	-	promoter	YAL005C	73
I	166004	166404	0.01322670629130291	0.9720940319631152	.	-1	-1	.	.	.	0
I	180964	181364	-0.37515835883037685	0.07379468944474882	I	180904	181074	-	promoter	1R-79	110
I	189808	190208	-1.2041296264785277	3.9271533064799194e-7	I	189911	189913	+	promoter	YAR035W	2
I	189808	190208	-1.2041296264785277	3.9271533064799194e-7	I	190144	190779	+	promoter	YAR035W	64
I	189808	190208	-1.2041296264785277	3.9271533064799194e-7	I	190012	190069	-	promoter	1R-91	57
I	220097	220497	0.5208461873375171	0.13836027172942572	.	-1	-1	.	.	.	0
