III	78130	78530	-1.8804464896098303	1.371365775320206e-12	III	78120	78298	-	promoter	YCL025C	168
XIV	112547	112947	-1.6128254082268578	2.756521377975749e-09	XIV	112611	112727	-	promoter	14R-40	116
XIV	112547	112947	-1.6128254082268578	2.756521377975749e-09	XIV	112850	112900	-	promoter	14R-40	50
XII	677706	678106	-1.552896506894572	1.5195390090156006e-11	XII	677917	677929	-	promoter	YLR266C	12
XII	677706	678106	-1.552896506894572	1.5195390090156006e-11	XII	676896	677843	-	promoter	YLR266C	137
XII	677706	678106	-1.552896506894572	1.5195390090156006e-11	XII	678099	678291	+	promoter	YLR267W	7
XII	677706	678106	-1.552896506894572	1.5195390090156006e-11	XII	677902	677966	+	promoter	YLR267W	64
VI	114484	114884	-1.5493717106910945	1.3639041249813598e-08	VI	114747	114846	+	promoter	YFL010W-A	99
IV	550812	551212	-1.4980317229604412	3.035548543575139e-10	IV	550930	550962	+	promoter	YDR047W	32
XVI	930286	930686	-1.4968310133822385	8.215605567278406e-09	XVI	930341	930557	-	promoter	16R-419	216
IV	431884	432284	-1.425089895946941	9.309396597231405e-09	IV	431926	432085	-	promoter	YDL012C	159
IV	431884	432284	-1.425089895946941	9.309396597231405e-09	IV	431789	431906	-	promoter	YDL012C	22
IV	431884	432284	-1.425089895946941	9.309396597231405e-09	IV	432266	432374	+	promoter	YDL010W	18
IV	431884	432284	-1.425089895946941	9.309396597231405e-09	IV	432112	432184	+	promoter	YDL010W	72
IV	431884	432284	-1.425089895946941	9.309396597231405e-09	IV	431874	431957	+	promoter	YDL010W	73
XI	518592	518992	-1.4137949631576272	1.921369715799962e-07	.	-1	-1	.	.	.	0
XIII	915070	915470	-1.3991930426635184	1.3639041249813598e-08	XIII	915004	915096	-	promoter	YMR319C	26
XI	614817	615217	-1.3440251314147105	1.8034400424874072e-08	XI	615184	615266	+	promoter	YKR093W	33
XV	1043376	1043776	-1.3403930233041397	3.303947810647407e-07	XV	1043683	1043724	-	promoter	YOR375C	41
XVI	40274	40674	-1.3315201440279063	8.49817508369166e-08	XVI	40654	40743	-	promoter	16R-18	20
XVI	40274	40674	-1.3315201440279063	8.49817508369166e-08	XVI	40310	40394	+	promoter	YPL265W	84
IX	54094	54494	-1.3281533434138235	1.2946895325453395e-06	IX	54191	54194	-	promoter	YIL155C	3
X	745319	745719	-1.3162722236368358	8.49817508369166e-08	.	-1	-1	.	.	.	0
