score	npeaks	lpeaks	avelpeak
581.72	2	1880	940.00
575.84	2	1884	942.00
569.97	2	1888	944.00
564.09	2	2623	1311.50
558.22	2	3226	1613.00
552.34	2	3226	1613.00
546.46	2	3228	1614.00
540.59	2	3264	1632.00
534.71	2	3298	1649.00
528.84	2	3368	1684.00
522.96	2	3438	1719.00
517.08	2	3438	1719.00
511.21	2	3438	1719.00
505.33	4	3827	956.75
499.46	4	3836	959.00
493.58	4	4132	1033.00
487.70	4	4478	1119.50
481.83	4	4494	1123.50
475.95	4	4927	1231.75
470.08	4	4965	1241.25
464.20	4	5026	1256.50
458.32	4	5026	1256.50
452.45	4	5236	1309.00
446.57	4	5348	1337.00
440.70	4	5474	1368.50
434.82	4	5480	1370.00
428.94	4	5696	1424.00
423.07	3	6917	2305.67
417.19	2	7920	3960.00
411.32	2	7930	3965.00
405.44	2	7937	3968.50
399.57	2	9710	4855.00
393.69	2	9710	4855.00
387.81	2	9710	4855.00
381.94	2	9715	4857.50
376.06	2	9861	4930.50
370.18	2	9992	4996.00
364.31	2	10224	5112.00
358.43	2	10300	5150.00
352.56	2	10306	5153.00
346.68	2	10316	5158.00
340.80	2	10351	5175.50
334.93	2	10356	5178.00
329.05	2	10904	5452.00
323.18	2	11509	5754.50
317.30	2	12054	6027.00
311.42	2	12538	6269.00
305.55	2	12554	6277.00
299.67	2	12613	6306.50
293.80	2	12690	6345.00
287.92	2	12771	6385.50
282.05	2	12835	6417.50
276.17	2	12858	6429.00
270.29	2	12868	6434.00
264.42	2	12868	6434.00
258.54	2	12888	6444.00
252.67	2	12913	6456.50
246.79	2	12950	6475.00
240.91	2	12986	6493.00
235.04	2	13037	6518.50
229.16	2	13085	6542.50
223.29	2	13086	6543.00
217.41	2	13132	6566.00
211.53	2	13210	6605.00
205.66	2	13226	6613.00
199.78	3	13454	4484.67
193.91	3	13553	4517.67
188.03	3	13585	4528.33
182.15	3	13670	4556.67
176.28	3	13738	4579.33
170.40	3	13757	4585.67
164.53	3	13779	4593.00
158.65	3	13859	4619.67
152.77	3	13894	4631.33
146.90	3	13906	4635.33
141.02	3	14163	4721.00
135.15	3	14937	4979.00
129.27	3	14965	4988.33
123.39	3	15014	5004.67
117.52	3	15056	5018.67
111.64	3	15188	5062.67
105.77	3	15305	5101.67
99.89	3	15619	5206.33
94.01	3	15718	5239.33
88.14	3	15744	5248.00
82.26	3	15803	5267.67
76.39	3	15927	5309.00
70.51	3	16097	5365.67
64.64	2	17118	8559.00
58.76	3	17293	5764.33
52.88	3	17356	5785.33
47.01	3	17454	5818.00
41.13	3	18136	6045.33
35.26	3	18201	6067.00
29.38	7	18906	2700.86
23.50	16	22477	1404.81
17.63	47	38547	820.15
11.75	134	78998	589.54
5.88	379	216275	570.65
0.00	2	1243506	621753.00
