score	npeaks	lpeaks	avelpeak
777.48	1	740	740.00
769.03	2	1486	743.00
760.58	2	1491	745.50
752.12	2	1496	748.00
743.67	2	1554	777.00
735.22	2	1592	796.00
726.77	2	1654	827.00
718.32	2	1688	844.00
709.87	2	1688	844.00
701.42	2	1702	851.00
692.97	2	1719	859.50
684.52	2	2030	1015.00
676.07	2	2031	1015.50
667.62	2	2036	1018.00
659.16	2	2036	1018.00
650.71	2	2622	1311.00
642.26	2	3138	1569.00
633.81	2	3402	1701.00
625.36	2	3438	1719.00
616.91	2	3438	1719.00
608.46	2	3441	1720.50
600.01	4	3786	946.50
591.56	4	4053	1013.25
583.11	4	4194	1048.50
574.66	4	4274	1068.50
566.21	4	4317	1079.25
557.76	4	4496	1124.00
549.30	4	4537	1134.25
540.85	4	4542	1135.50
532.40	4	4578	1144.50
523.95	4	4641	1160.25
515.50	4	4776	1194.00
507.05	4	4862	1215.50
498.60	4	4918	1229.50
490.15	4	5083	1270.75
481.70	4	5213	1303.25
473.25	4	5286	1321.50
464.80	4	5302	1325.50
456.35	4	5310	1327.50
447.89	4	5650	1412.50
439.44	4	5878	1469.50
430.99	4	8256	2064.00
422.54	4	10591	2647.75
414.09	4	10595	2648.75
405.64	4	10652	2663.00
397.19	4	10687	2671.75
388.74	4	10722	2680.50
380.29	3	11804	3934.67
371.84	2	12860	6430.00
363.39	2	12890	6445.00
354.93	2	12915	6457.50
346.48	2	12951	6475.50
338.03	2	13034	6517.00
329.58	2	13085	6542.50
321.13	2	13121	6560.50
312.68	2	13155	6577.50
304.23	2	13199	6599.50
295.78	2	13232	6616.00
287.33	2	13295	6647.50
278.88	2	13302	6651.00
270.43	2	13313	6656.50
261.98	2	13351	6675.50
253.52	2	13484	6742.00
245.07	2	14076	7038.00
236.62	2	14276	7138.00
228.17	3	15042	5014.00
219.72	3	15108	5036.00
211.27	3	15122	5040.67
202.82	3	15452	5150.67
194.37	3	15573	5191.00
185.92	3	15625	5208.33
177.47	3	15644	5214.67
169.02	3	15737	5245.67
160.57	3	15749	5249.67
152.12	3	15784	5261.33
143.66	3	15835	5278.33
135.21	3	15891	5297.00
126.76	3	15953	5317.67
118.31	3	15977	5325.67
109.86	2	17060	8530.00
101.41	2	17086	8543.00
92.96	2	17101	8550.50
84.51	2	17132	8566.00
76.06	2	17140	8570.00
67.61	3	17963	5987.67
59.16	3	18016	6005.33
50.71	3	18158	6052.67
42.25	4	18410	4602.50
33.80	9	19722	2191.33
25.35	41	32834	800.83
16.90	81	55843	689.42
8.45	228	128583	563.96
0.00	18	5466191	303677.28
