score	npeaks	lpeaks	avelpeak
633.20	1	742	742.00
626.47	2	1485	742.50
619.73	2	1490	745.00
612.99	2	1493	746.50
606.26	2	1531	765.50
599.52	2	1532	766.00
592.78	2	1680	840.00
586.05	2	1686	843.00
579.31	2	2020	1010.00
572.58	2	2020	1010.00
565.84	2	2191	1095.50
559.10	2	2201	1100.50
552.37	2	2205	1102.50
545.63	2	2393	1196.50
538.90	2	2398	1199.00
532.16	2	2925	1462.50
525.42	2	3441	1720.50
518.69	3	3918	1306.00
511.95	4	4208	1052.00
505.21	4	4267	1066.75
498.48	4	4268	1067.00
491.74	4	4268	1067.00
485.01	4	4454	1113.50
478.27	4	4554	1138.50
471.53	4	4704	1176.00
464.80	4	4820	1205.00
458.06	4	4939	1234.75
451.32	4	4958	1239.50
444.59	4	5081	1270.25
437.85	4	5204	1301.00
431.12	4	5222	1305.50
424.38	4	5271	1317.75
417.64	4	7039	1759.75
410.91	4	7050	1762.50
404.17	4	7111	1777.75
397.43	4	7222	1805.50
390.70	4	8966	2241.50
383.96	4	8992	2248.00
377.23	4	9115	2278.75
370.49	5	9773	1954.60
363.75	4	11493	2873.25
357.02	4	11573	2893.25
350.28	4	11605	2901.25
343.55	4	11617	2904.25
336.81	4	11651	2912.75
330.07	4	11711	2927.75
323.34	3	12768	4256.00
316.60	2	13784	6892.00
309.86	2	13827	6913.50
303.13	2	13862	6931.00
296.39	2	13914	6957.00
289.66	2	13922	6961.00
282.92	2	13967	6983.50
276.18	2	14012	7006.00
269.45	2	14029	7014.50
262.71	2	14032	7016.00
255.98	2	14038	7019.00
249.24	2	14045	7022.50
242.50	2	14105	7052.50
235.77	2	14110	7055.00
229.03	2	14127	7063.50
222.29	3	14352	4784.00
215.56	3	14373	4791.00
208.82	3	14497	4832.33
202.09	3	14528	4842.67
195.35	3	14612	4870.67
188.61	3	14673	4891.00
181.88	3	14772	4924.00
175.14	3	14834	4944.67
168.40	3	14855	4951.67
161.67	3	15002	5000.67
154.93	3	15139	5046.33
148.20	3	15270	5090.00
141.46	3	15599	5199.67
134.72	2	16860	8430.00
127.99	2	16895	8447.50
121.25	2	16911	8455.50
114.51	2	16919	8459.50
107.78	2	16954	8477.00
101.04	2	17066	8533.00
94.31	2	17105	8552.50
87.57	2	17699	8849.50
80.83	2	17738	8869.00
74.10	2	17780	8890.00
67.36	2	17802	8901.00
60.63	3	18004	6001.33
53.89	3	18048	6016.00
47.15	3	18098	6032.67
40.42	4	18367	4591.75
33.68	5	18636	3727.20
26.94	26	23653	909.73
20.21	57	40610	712.46
13.47	127	73521	578.91
6.74	334	170316	509.93
0.00	5	2546747	509349.40
