score	npeaks	lpeaks	avelpeak
838.74	1	743	743.00
829.62	2	1490	745.00
820.51	2	1491	745.50
811.39	2	1497	748.50
802.27	2	1555	777.50
793.16	2	1626	813.00
784.04	2	1685	842.50
774.92	2	1688	844.00
765.80	2	1690	845.00
756.69	2	1713	856.50
747.57	2	2026	1013.00
738.46	2	2032	1016.00
729.34	2	2036	1018.00
720.22	2	2036	1018.00
711.10	2	2036	1018.00
701.99	2	2036	1018.00
692.87	2	3138	1569.00
683.76	2	3208	1604.00
674.64	4	3942	985.50
665.52	4	3948	987.00
656.41	4	3948	987.00
647.29	4	4052	1013.00
638.17	4	4192	1048.00
629.05	4	4268	1067.00
619.94	4	4456	1114.00
610.82	4	4471	1117.75
601.70	4	4541	1135.25
592.59	4	4542	1135.50
583.47	4	4578	1144.50
574.35	4	4817	1204.25
565.24	4	4884	1221.00
556.12	4	4911	1227.75
547.00	4	4966	1241.50
537.89	4	5015	1253.75
528.77	4	5022	1255.50
519.65	4	5048	1262.00
510.54	4	5466	1366.50
501.42	4	5731	1432.75
492.30	4	5752	1438.00
483.19	4	7180	1795.00
474.07	4	7238	1809.50
464.95	4	10650	2662.50
455.84	4	10650	2662.50
446.72	4	10651	2662.75
437.60	4	10678	2669.50
428.49	4	10788	2697.00
419.37	3	11851	3950.33
410.25	2	12910	6455.00
401.14	2	12920	6460.00
392.02	2	13003	6501.50
382.90	2	13039	6519.50
373.79	2	13086	6543.00
364.67	2	13091	6545.50
355.55	2	13128	6564.00
346.44	2	13175	6587.50
337.32	2	13227	6613.50
328.20	2	13294	6647.00
319.09	2	13303	6651.50
309.97	2	13344	6672.00
300.85	2	13370	6685.00
291.73	2	13373	6686.50
282.62	2	13376	6688.00
273.50	2	13391	6695.50
264.39	2	13423	6711.50
255.27	3	13661	4553.67
246.15	3	13696	4565.33
237.04	3	13699	4566.33
227.92	3	13812	4604.00
218.80	3	13820	4606.67
209.68	3	13844	4614.67
200.57	3	15188	5062.67
191.45	3	15245	5081.67
182.34	3	15308	5102.67
173.22	3	15375	5125.00
164.10	3	15414	5138.00
154.98	3	15517	5172.33
145.87	3	15687	5229.00
136.75	3	15797	5265.67
127.63	3	15890	5296.67
118.52	3	15913	5304.33
109.40	3	15988	5329.33
100.28	3	16114	5371.33
91.17	2	17119	8559.50
82.05	2	17131	8565.50
72.93	2	17773	8886.50
63.82	3	17948	5982.67
54.70	3	18025	6008.33
45.58	3	18108	6036.00
36.47	6	19092	3182.00
27.35	18	24511	1361.72
18.23	61	44333	726.77
9.12	207	110461	533.63
0.00	2	832187	416093.50
