I	9321	9368	+	promoter	YAL066W
I	11272	11401	+	promoter	YAL064W-B
I	11714	11720	+	promoter	YAL064W-B
I	11906	11916	+	promoter	YAL064W-B
I	21241	21297	+	promoter	YAL064W
I	24617	24639	+	promoter	1F-11
I	24778	24930	+	promoter	1F-12
I	24982	25124	+	promoter	1F-12
I	30008	30057	+	promoter	1F-15
I	30112	30129	+	promoter	CUT001
I	31065	31377	+	promoter	YAL062W
I	31418	31639	+	promoter	YAL062W
I	33086	33088	+	promoter	YAL061W
I	33280	33472	+	promoter	YAL061W
I	34663	34690	+	promoter	YAL060W
I	34834	34911	+	promoter	YAL060W
I	34976	34987	+	promoter	YAL060W
I	35015	35473	+	promoter	YAL060W
I	36462	36780	+	promoter	YAL059W
I	37337	37551	+	promoter	YAL058W
I	39162	39286	+	promoter	YAL056W
I	42118	42249	+	promoter	YAL055W
I	43124	43135	+	promoter	1F-23
I	43201	43205	+	promoter	1F-23
I	43434	43540	+	promoter	1F-23
I	43688	43715	+	promoter	1F-23
I	43772	43798	+	promoter	1F-23
I	45667	46002	+	promoter	YAL053W
I	48437	49087	+	promoter	YAL051W
I	54180	54214	+	promoter	YAL047W-A
I	56554	56568	+	promoter	YAL044W-A
I	56687	56693	+	promoter	YAL044W-A
I	56948	56984	+	promoter	YAL044W-A
I	57424	57436	+	promoter	YAL044W-A
I	57456	57609	+	promoter	YAL044W-A
I	61260	62019	+	promoter	YAL042W
I	62677	62680	+	promoter	YAL041W
I	62747	62845	+	promoter	YAL041W
I	68691	68747	+	promoter	1F-32
I	68930	69021	+	promoter	1F-32
I	71458	71479	+	promoter	YAL038W
I	71634	73076	+	promoter	YAL038W
I	73417	73486	+	promoter	YAL037W
I	73656	73674	+	promoter	YAL037W
I	73809	74043	+	promoter	YAL037W
I	76337	77472	+	promoter	YAL035W
I	79673	79718	+	promoter	YAL034W-A
I	82211	82282	+	promoter	YAL033W
I	82661	82769	+	promoter	YAL033W
I	83841	83952	+	promoter	YAL031W-A
I	86644	86646	+	promoter	YAL030W
I	86939	86946	+	promoter	YAL030W
I	87236	87347	+	promoter	YAL030W
I	92377	92442	+	promoter	YAL028W
I	92827	93102	+	promoter	YAL028W
I	94578	94730	+	promoter	YAL027W
I	99389	99428	+	promoter	HRA1
I	114161	114183	+	promoter	YAL019W-A
I	114536	114542	+	promoter	YAL019W
I	114782	114895	+	promoter	YAL019W
I	119825	119914	+	promoter	YAL017W
I	119951	120125	+	promoter	YAL017W
I	124756	124913	+	promoter	YAL016W
I	129193	129730	+	promoter	YAL013W
I	130678	131334	+	promoter	YAL012W
I	132163	132298	+	promoter	YAL011W
I	135761	135932	+	promoter	YAL009W
I	136476	136565	+	promoter	YAL008W
I	136795	136994	+	promoter	YAL008W
I	137724	137770	+	promoter	1F-60
I	141672	141689	+	promoter	YAL003W
I	141741	141748	+	promoter	YAL003W
I	141914	142084	+	promoter	YAL003W
I	142108	142450	+	promoter	YAL003W
I	143441	143460	+	promoter	YAL002W
I	143532	143734	+	promoter	YAL002W
I	151771	151786	+	promoter	YAR002W
I	152162	152294	+	promoter	YAR002W
I	154883	154965	+	promoter	YAR003W
I	158820	158907	+	promoter	YAR008W
I	169219	169371	+	promoter	YAR015W
I	170877	170933	+	promoter	CUT004
I	174940	174995	+	promoter	YAR019W-A
I	180188	180328	+	promoter	CUT005
I	180387	180420	+	promoter	CUT005
I	182887	183008	+	promoter	YAR027W
I	183042	183166	+	promoter	YAR027W
I	183209	183275	+	promoter	YAR027W
I	183371	183393	+	promoter	YAR027W
I	183480	183498	+	promoter	YAR027W
I	183580	184302	+	promoter	YAR027W
I	184802	184946	+	promoter	YAR028W
I	185897	185976	+	promoter	YAR029W
I	186107	186110	+	promoter	YAR029W
I	186272	186318	+	promoter	YAR029W
I	186902	187018	+	promoter	YAR031W
I	188026	188091	+	promoter	YAR033W
I	189294	189318	+	promoter	YAR035W
I	189665	189666	+	promoter	YAR035W
I	189911	189913	+	promoter	YAR035W
I	190144	190779	+	promoter	YAR035W
I	192529	192952	+	promoter	YAR042W
I	196770	196776	+	promoter	1F-89
I	196842	196892	+	promoter	1F-89
I	198471	198554	+	promoter	1F-90
I	198732	199500	+	promoter	1F-90
I	199542	199548	+	promoter	1F-90
I	200580	200754	+	promoter	1F-93
I	201230	201233	+	promoter	1F-93
I	208206	208225	+	promoter	YAR053W
I	227495	227521	+	promoter	YAR073W
I	5474	5505	-	promoter	1R-2
I	9044	9050	-	promoter	YAL067C
I	9182	9211	-	promoter	YAL067C
I	17785	17795	-	promoter	1R-5
I	23185	23282	-	promoter	YAL063C-A
I	23603	23645	-	promoter	YAL063C-A
I	28368	28378	-	promoter	YAL063C
I	28436	28492	-	promoter	YAL063C
I	29112	29144	-	promoter	1R-16
I	29746	29784	-	promoter	1R-16
I	30653	30709	-	promoter	CUT437
I	30754	30778	-	promoter	CUT437
I	31413	31619	-	promoter	SUT434
I	31795	31808	-	promoter	1R-18
I	32005	32159	-	promoter	1R-18
I	32252	32254	-	promoter	1R-18
I	32299	32422	-	promoter	1R-18
I	32462	32610	-	promoter	1R-18
I	32631	32766	-	promoter	1R-18
I	32851	32854	-	promoter	1R-18
I	32930	32982	-	promoter	1R-18
I	33761	33782	-	promoter	1R-18
I	34072	34089	-	promoter	1R-18
I	34239	34524	-	promoter	CUT438
I	34735	34785	-	promoter	CUT438
I	36348	36355	-	promoter	CUT439
I	37251	37278	-	promoter	YAL059C-A
I	45002	45104	-	promoter	YAL054C
I	45651	45708	-	promoter	YAL054C
I	52509	52702	-	promoter	YAL049C
I	54739	54825	-	promoter	YAL048C
I	55206	55255	-	promoter	YAL048C
I	56757	56906	-	promoter	YAL047C
I	57269	57287	-	promoter	YAL047C
I	57319	57445	-	promoter	YAL046C
I	58371	58524	-	promoter	YAL044C
I	61007	61101	-	promoter	YAL043C
I	61751	61861	-	promoter	YAL042C-A
I	61984	61986	-	promoter	YAL042C-A
I	62212	62216	-	promoter	YAL042C-A
I	62499	62557	-	promoter	YAL042C-A
I	67530	67542	-	promoter	YAL040C
I	67663	67697	-	promoter	YAL040C
I	67747	67900	-	promoter	YAL040C
I	68067	68091	-	promoter	YAL040C
I	68167	68290	-	promoter	YAL040C
I	69344	69659	-	promoter	YAL039C
I	70032	70166	-	promoter	YAL039C
I	70255	70329	-	promoter	YAL039C
I	70391	70402	-	promoter	YAL039C
I	71450	71522	-	promoter	1R-39
I	74483	74570	-	promoter	1R-40
I	76158	76224	-	promoter	YAL036C
I	81717	82042	-	promoter	YAL034C
I	82086	82093	-	promoter	YAL034C
I	82261	82294	-	promoter	YAL034C
I	82431	82448	-	promoter	YAL034C
I	82505	82622	-	promoter	YAL034C
I	82652	82661	-	promoter	YAL034C
I	82868	82922	-	promoter	YAL034C
I	84392	84509	-	promoter	YAL032C
I	86978	87114	-	promoter	YAL031C
I	87709	87763	-	promoter	YAL031C
I	92136	92325	-	promoter	YAL029C
I	92375	92404	-	promoter	YAL029C
I	92440	92573	-	promoter	YAL029C
I	95771	95877	-	promoter	YAL026C-A
I	95956	95959	-	promoter	YAL026C-A
I	96290	96293	-	promoter	YAL026C-A
I	99722	99827	-	promoter	YAL026C
I	101114	101225	-	promoter	YAL025C
I	105721	106009	-	promoter	YAL024C
I	108585	108718	-	promoter	YAL023C
I	110362	110505	-	promoter	YAL022C
I	113335	113433	-	promoter	YAL021C
I	113535	113543	-	promoter	YAL021C
I	114417	114691	-	promoter	YAL020C
I	114816	114857	-	promoter	YAL020C
I	119561	119584	-	promoter	YAL018C
I	119961	119964	-	promoter	YAL018C
I	120106	120172	-	promoter	YAL018C
I	120226	120253	-	promoter	YAL018C
I	120316	120337	-	promoter	YAL018C
I	126029	126036	-	promoter	YAL016C-A
I	127875	128102	-	promoter	YAL015C
I	128452	128488	-	promoter	YAL015C
I	128758	129118	-	promoter	YAL014C
I	135575	135730	-	promoter	YAL010C
I	138350	138479	-	promoter	YAL007C
I	138952	139053	-	promoter	YAL007C
I	141180	141678	-	promoter	YAL005C
