I	335	646	+	CDS	YAL069W
I	538	789	+	CDS	YAL068W-A
I	1810	2169	-	CDS	YAL068C
I	2480	2704	+	CDS	YAL067W-A
I	7238	9016	-	CDS	YAL067C
I	10091	10396	+	CDS	YAL066W
I	11568	11951	-	CDS	YAL065C
I	12046	12423	+	CDS	YAL064W-B
I	13366	13743	-	CDS	YAL064C-A
I	21566	21847	+	CDS	YAL064W
I	22398	22685	-	CDS	YAL063C-A
I	24003	27968	-	CDS	YAL063C
I	31567	32937	+	CDS	YAL062W
I	33448	34698	+	CDS	YAL061W
I	35155	36300	+	CDS	YAL060W
I	36499	36918	-	CDS	YAL059C-A
I	36509	37144	+	CDS	YAL059W
I	37464	38969	+	CDS	YAL058W
I	38699	39046	-	CDS	YAL056C-A
I	39259	41898	+	CDS	YAL056W
I	42177	42716	+	CDS	YAL055W
I	42884	45022	-	CDS	YAL054C
I	45899	48247	+	CDS	YAL053W
I	48564	51704	+	CDS	YAL051W
I	51858	52595	-	CDS	YAL049C
I	52804	54789	-	CDS	YAL048C
I	54584	54910	+	CDS	YAL047W-A
I	54992	56857	-	CDS	YAL047C
I	57032	57385	-	CDS	YAL046C
I	57491	57796	-	CDS	YAL045C
I	57518	57847	+	CDS	YAL044W-A
I	57953	58462	-	CDS	YAL044C
I	58698	61052	-	CDS	YAL043C
I	61234	61608	-	CDS	YAL042C-A
I	61316	62560	+	CDS	YAL042W
I	62840	65401	+	CDS	YAL041W
I	65781	67520	-	CDS	YAL040C
I	68719	69525	-	CDS	YAL039C
I	71786	73285	+	CDS	YAL038W
I	72329	73300	-	CDS	YAL037C-B
I	73429	73518	-	CDS	YAL037C-A
I	74020	74820	+	CDS	YAL037W
I	75046	76152	-	CDS	YAL036C
I	76427	79432	+	CDS	YAL035W
I	79492	79842	-	CDS	YAL034C-B
I	79718	80584	+	CDS	YAL034W-A
I	80713	81951	-	CDS	YAL034C
I	82706	83224	+	CDS	YAL033W
I	83338	84474	-	CDS	YAL032C
I	84669	84974	+	CDS	YAL031W-A
I	84752	87031	-	CDS	YAL031C
I	87286	87387	+	CDS	YAL030W
I	87501	87749	+	CDS	YAL030W
I	87858	92270	-	CDS	YAL029C
I	92900	94483	+	CDS	YAL028W
I	94687	95469	+	CDS	YAL027W
I	95389	95823	-	CDS	YAL026C-A
I	95633	99697	-	CDS	YAL026C
I	100228	101145	-	CDS	YAL025C
I	101568	105872	-	CDS	YAL024C
I	106275	108551	-	CDS	YAL023C
I	108880	110430	-	CDS	YAL022C
I	110849	113359	-	CDS	YAL021C
I	113617	114615	-	CDS	YAL020C
I	114250	114816	+	CDS	YAL019W-A
I	114919	118311	+	CDS	YAL019W
I	118567	119541	-	CDS	YAL018C
I	120225	124292	+	CDS	YAL017W
I	124310	124492	-	CDS	YAL016C-B
I	124758	125069	-	CDS	YAL016C-A
I	124879	126783	+	CDS	YAL016W
I	126906	128102	-	CDS	YAL015C
I	128255	129019	-	CDS	YAL014C
I	129270	130484	+	CDS	YAL013W
I	130799	131980	+	CDS	YAL012W
I	132199	134073	+	CDS	YAL011W
I	134187	135665	-	CDS	YAL010C
I	135854	136630	+	CDS	YAL009W
I	136914	137507	+	CDS	YAL008W
I	137701	138345	-	CDS	YAL007C
I	139506	141431	-	CDS	YAL005C
I	140760	141404	+	CDS	YAL004W
I	142174	142253	+	CDS	YAL003W
I	142620	143157	+	CDS	YAL003W
I	143707	147528	+	CDS	YAL002W
I	147597	151006	-	CDS	YAL001C
I	151097	151166	-	CDS	YAL001C
I	152257	153873	+	CDS	YAR002W
I	154068	154724	-	CDS	YAR002C-A
I	155005	156282	+	CDS	YAR003W
I	156757	158619	-	CDS	YAR007C
I	158966	159790	+	CDS	YAR008W
I	166745	168871	-	CDS	YAR014C
I	169375	170292	+	CDS	YAR015W
I	170399	171703	-	CDS	YAR018C
I	172214	175135	-	CDS	YAR019C
I	174998	175327	+	CDS	YAR019W-A
I	176859	177023	-	CDS	YAR020C
I	179284	179820	-	CDS	YAR023C
I	183770	184474	+	CDS	YAR027W
I	184892	185593	+	CDS	YAR028W
I	186321	186542	+	CDS	YAR029W
I	186515	186853	-	CDS	YAR030C
I	186836	187729	+	CDS	YAR031W
I	188107	188808	+	CDS	YAR033W
I	190193	192253	+	CDS	YAR035W
I	192340	192417	-	CDS	YAR035C-A
I	192619	196182	+	CDS	YAR042W
I	201470	201787	-	CDS	YAR047C
I	203403	208013	+	CDS	YAR050W
I	208367	208660	+	CDS	YAR053W
I	217160	217492	-	CDS	YAR060C
I	220198	220494	+	CDS	YAR064W
I	221049	221657	+	CDS	YAR066W
I	222406	222888	+	CDS	YAR068W
I	224014	224304	-	CDS	YAR069C
I	224566	224862	-	CDS	YAR070C
I	225460	226860	+	CDS	YAR071W
I	227742	228950	+	CDS	YAR073W
I	228844	229314	+	CDS	YAR075W
II	283	2658	-	CDS	YBL113C
II	646	1125	+	CDS	YBL113W-A
II	2585	2899	-	CDS	YBL112C
II	2910	4116	-	CDS	YBL111C
II	4216	5009	-	CDS	YBL111C
II	5790	6122	+	CDS	YBL109W
II	7608	7733	-	CDS	YBL108C-A
II	8177	8479	+	CDS	YBL108W
II	9268	9369	+	CDS	YBL107W-A
II	9964	10551	-	CDS	YBL107C
II	10850	13879	-	CDS	YBL106C
II	14244	17696	-	CDS	YBL105C
II	18180	21293	-	CDS	YBL104C
II	22079	23536	-	CDS	YBL103C
II	24098	24742	+	CDS	YBL102W
II	24949	28299	-	CDS	YBL101C
II	28427	28543	+	CDS	YBL100W-C
II	36992	37303	-	CDS	YBL100C
II	37053	38687	+	CDS	YBL099W
II	39145	40524	+	CDS	YBL098W
II	40831	43092	+	CDS	YBL097W
II	43177	43482	-	CDS	YBL096C
II	43277	44086	+	CDS	YBL095W
II	43768	44097	-	CDS	YBL094C
II	44259	44918	-	CDS	YBL093C
II	45978	46367	+	CDS	YBL092W
II	46568	47058	-	CDS	YBL091C-A
II	47147	47180	-	CDS	YBL091C-A
II	47366	48628	-	CDS	YBL091C
II	48825	49355	+	CDS	YBL090W
II	49574	50950	+	CDS	YBL089W
II	51022	59382	-	CDS	YBL088C
II	59825	60193	-	CDS	YBL087C
II	60698	60739	-	CDS	YBL087C
II	61205	62602	-	CDS	YBL086C
II	63876	66815	+	CDS	YBL085W
II	67172	69445	-	CDS	YBL084C
II	69716	70138	-	CDS	YBL083C
II	69754	71127	-	CDS	YBL082C
II	71866	72969	+	CDS	YBL081W
II	73073	74695	-	CDS	YBL080C
II	75259	79764	+	CDS	YBL079W
II	80381	80731	-	CDS	YBL078C
II	80897	81325	+	CDS	YBL077W
II	81046	84261	-	CDS	YBL076C
II	84502	86448	-	CDS	YBL075C
II	86725	87789	-	CDS	YBL074C
II	87646	87954	+	CDS	YBL073W
II	88526	89125	-	CDS	YBL072C
II	89461	89556	-	CDS	YBL071C-B
II	89978	90223	+	CDS	YBL071W-A
II	90226	90531	-	CDS	YBL071C
II	90608	90925	-	CDS	YBL070C
II	90741	92027	+	CDS	YBL069W
II	91794	92027	+	CDS	YBL068W-A
II	92414	93391	+	CDS	YBL068W
II	93642	95882	-	CDS	YBL067C
II	96672	100115	-	CDS	YBL066C
II	99963	100304	+	CDS	YBL065W
II	100374	101156	-	CDS	YBL064C
II	101886	105218	+	CDS	YBL063W
II	105308	105685	+	CDS	YBL062W
II	105319	107406	-	CDS	YBL061C
II	107932	109992	+	CDS	YBL060W
II	110128	110420	-	CDS	YBL059C-A
II	110506	110539	-	CDS	YBL059C-A
II	110594	110879	+	CDS	YBL059W
II	110949	111241	+	CDS	YBL059W
II	111437	112705	+	CDS	YBL058W
II	112804	113427	-	CDS	YBL057C
II	113762	115165	+	CDS	YBL056W
II	115576	116829	-	CDS	YBL055C
II	117589	119163	+	CDS	YBL054W
II	119335	119706	+	CDS	YBL053W
II	119382	121874	-	CDS	YBL052C
II	122756	124759	-	CDS	YBL051C
II	125125	125154	+	CDS	YBL050W
II	125271	126116	+	CDS	YBL050W
II	126828	127241	+	CDS	YBL049W
II	127299	127607	+	CDS	YBL048W
II	127898	132040	-	CDS	YBL047C
II	132424	133746	+	CDS	YBL046W
II	134146	135516	-	CDS	YBL045C
II	135998	136363	+	CDS	YBL044W
II	136688	137458	+	CDS	YBL043W
II	138344	140260	-	CDS	YBL042C
II	141247	141969	+	CDS	YBL041W
II	142115	142749	-	CDS	YBL040C
II	142847	142868	-	CDS	YBL040C
II	143393	143569	+	CDS	YBL039W-B
II	143992	145728	-	CDS	YBL039C
II	144951	145031	-	CDS	YBL039C-A
II	146187	146882	+	CDS	YBL038W
II	147209	150283	+	CDS	YBL037W
II	150450	151220	-	CDS	YBL036C
II	151496	153610	-	CDS	YBL035C
II	153851	158389	-	CDS	YBL034C
II	158659	159693	-	CDS	YBL033C
II	160184	161326	+	CDS	YBL032W
II	161699	162712	+	CDS	YBL031W
II	163044	163997	-	CDS	YBL030C
II	164491	164772	-	CDS	YBL029C-A
II	166134	167261	+	CDS	YBL029W
II	167521	167838	-	CDS	YBL028C
II	168423	168424	+	CDS	YBL027W
II	168809	169373	+	CDS	YBL027W
