score	npeaks	lpeaks	avelpeak
785.24	2	1549	774.50
776.71	2	1617	808.50
768.17	2	1618	809.00
759.64	2	1690	845.00
751.10	2	1690	845.00
742.57	2	1696	848.00
734.03	2	1871	935.50
725.49	2	2032	1016.00
716.96	2	2552	1276.00
708.42	2	3068	1534.00
699.89	2	3068	1534.00
691.35	2	3183	1591.50
682.82	2	3368	1684.00
674.28	2	3438	1719.00
665.75	2	3438	1719.00
657.21	2	3438	1719.00
648.68	2	3438	1719.00
640.14	4	3825	956.25
631.61	4	3927	981.75
623.07	4	4198	1049.50
614.54	4	4266	1066.50
606.00	4	4336	1084.00
597.47	4	4370	1092.50
588.93	4	4379	1094.75
580.40	4	4538	1134.50
571.86	4	4542	1135.50
563.33	4	4600	1150.00
554.79	4	4914	1228.50
546.26	4	4938	1234.50
537.72	4	4939	1234.75
529.18	4	4982	1245.50
520.65	4	5167	1291.75
512.11	4	5253	1313.25
503.58	4	5453	1363.25
495.04	4	5665	1416.25
486.51	4	6557	1639.25
477.97	4	7528	1882.00
469.44	4	7578	1894.50
460.90	4	7617	1904.25
452.37	4	8919	2229.75
443.83	3	10028	3342.67
435.30	2	11326	5663.00
426.76	2	11326	5663.00
418.23	2	11328	5664.00
409.69	2	11352	5676.00
401.16	2	11397	5698.50
392.62	2	11432	5716.00
384.09	2	12754	6377.00
375.55	2	12865	6432.50
367.02	2	12915	6457.50
358.48	2	12978	6489.00
349.95	2	12990	6495.00
341.41	2	13082	6541.00
332.87	2	13085	6542.50
324.34	2	13101	6550.50
315.80	2	13134	6567.00
307.27	2	13150	6575.00
298.73	2	13158	6579.00
290.20	2	13165	6582.50
281.66	2	13233	6616.50
273.13	2	13287	6643.50
264.59	2	13341	6670.50
256.06	3	13505	4501.67
247.52	3	13550	4516.67
238.99	3	13613	4537.67
230.45	3	13631	4543.67
221.92	3	13644	4548.00
213.38	3	13716	4572.00
204.85	3	13828	4609.33
196.31	3	13842	4614.00
187.77	3	13880	4626.67
179.24	3	13897	4632.33
170.71	3	13901	4633.67
162.17	3	13915	4638.33
153.63	3	13950	4650.00
145.10	3	13988	4662.67
136.56	3	14101	4700.33
128.03	3	14135	4711.67
119.49	3	14231	4743.67
110.96	3	14325	4775.00
102.42	3	15747	5249.00
93.89	3	15871	5290.33
85.35	2	17000	8500.00
76.82	2	17114	8557.00
68.28	2	17770	8885.00
59.75	2	17798	8899.00
51.21	2	17846	8923.00
42.68	3	18040	6013.33
34.14	3	18198	6066.00
25.61	5	18927	3785.40
17.07	42	33547	798.74
8.53	181	103259	570.49
0.00	7	3256707	465243.86
