score	npeaks	lpeaks	avelpeak
892.07	1	743	743.00
882.48	2	1488	744.00
872.89	2	1493	746.50
863.29	2	1565	782.50
853.70	2	1566	783.00
844.11	2	1566	783.00
834.52	2	1577	788.50
824.93	2	1594	797.00
815.33	2	2012	1006.00
805.74	2	2016	1008.00
796.15	2	2020	1010.00
786.56	2	2022	1011.00
776.97	2	2026	1013.00
767.37	2	2036	1018.00
757.78	2	2176	1088.00
748.19	2	2176	1088.00
738.60	2	2176	1088.00
729.01	2	2176	1088.00
719.41	3	2370	790.00
709.82	4	2570	642.50
700.23	4	2674	668.50
690.64	4	2820	705.00
681.04	4	2872	718.00
671.45	4	2934	733.50
661.86	4	2991	747.75
652.27	4	3000	750.00
642.67	4	3089	772.25
633.08	4	3578	894.50
623.49	4	4170	1042.50
613.90	4	4212	1053.00
604.31	4	4359	1089.75
594.71	4	4405	1101.25
585.12	4	4623	1155.75
575.53	4	4701	1175.25
565.94	4	4906	1226.50
556.35	4	5007	1251.75
546.75	4	5097	1274.25
537.16	4	5112	1278.00
527.57	4	5117	1279.25
517.98	4	5281	1320.25
508.39	4	5319	1329.75
498.79	4	5422	1355.50
489.20	4	5794	1448.50
479.61	4	6105	1526.25
470.02	4	6106	1526.50
460.42	4	6109	1527.25
450.83	4	6122	1530.50
441.24	4	9517	2379.25
431.65	4	9628	2407.00
422.05	2	11738	5869.00
412.46	2	11770	5885.00
402.87	2	11772	5886.00
393.28	2	12686	6343.00
383.69	2	12686	6343.00
374.10	2	12694	6347.00
364.50	2	12741	6370.50
354.91	2	12742	6371.00
345.32	2	12754	6377.00
335.73	2	12870	6435.00
326.13	2	12910	6455.00
316.54	2	12927	6463.50
306.95	2	12938	6469.00
297.36	2	12953	6476.50
287.77	2	13019	6509.50
278.17	2	13090	6545.00
268.58	2	13157	6578.50
258.99	2	13175	6587.50
249.40	2	13872	6936.00
239.80	2	13899	6949.50
230.21	2	13910	6955.00
220.62	2	13945	6972.50
211.03	2	13988	6994.00
201.44	3	14249	4749.67
191.84	3	14365	4788.33
182.25	3	14400	4800.00
172.66	3	14485	4828.33
163.07	3	14624	4874.67
153.48	3	14647	4882.33
143.88	3	14709	4903.00
134.29	3	14921	4973.67
124.70	3	15073	5024.33
115.11	3	15648	5216.00
105.51	2	16922	8461.00
95.92	2	16999	8499.50
86.33	2	17035	8517.50
76.74	2	17102	8551.00
67.14	2	17122	8561.00
57.55	2	17779	8889.50
47.96	2	17828	8914.00
38.37	3	18109	6036.33
28.78	21	25479	1213.29
19.18	67	45186	674.42
9.59	165	104137	631.13
0.00	5	3150240	630048.00
