score	npeaks	lpeaks	avelpeak
705.78	1	719	719.00
698.27	2	1458	729.00
690.77	2	1486	743.00
683.26	2	1490	745.00
675.75	2	1493	746.50
668.24	2	1500	750.00
660.73	2	1506	753.00
653.22	2	1511	755.50
645.72	2	1511	755.50
638.21	2	1512	756.00
630.70	2	1535	767.50
623.19	2	1542	771.00
615.68	2	1547	773.50
608.17	2	1568	784.00
600.66	2	1589	794.50
593.16	3	1781	593.67
585.65	3	1849	616.33
578.14	3	2048	682.67
570.63	4	2794	698.50
563.12	4	2802	700.50
555.61	5	3786	757.20
548.11	5	4622	924.40
540.60	5	4748	949.60
533.09	5	4769	953.80
525.58	5	4825	965.00
518.07	5	4939	987.80
510.57	5	4960	992.00
503.06	6	5900	983.33
495.55	7	6841	977.29
488.04	6	7880	1313.33
480.53	5	8895	1779.00
473.02	5	8904	1780.80
465.52	5	8919	1783.80
458.01	5	8941	1788.20
450.50	5	8960	1792.00
442.99	5	9017	1803.40
435.48	5	9022	1804.40
427.97	5	9113	1822.60
420.47	5	9128	1825.60
412.96	5	9201	1840.20
405.45	5	9261	1852.20
397.94	5	9296	1859.20
390.43	5	9710	1942.00
382.92	5	9728	1945.60
375.42	4	11587	2896.75
367.91	4	11639	2909.75
360.40	4	11642	2910.50
352.89	4	11684	2921.00
345.38	4	11692	2923.00
337.87	3	12764	4254.67
330.37	2	13897	6948.50
322.86	2	13909	6954.50
315.35	2	13931	6965.50
307.84	2	13959	6979.50
300.33	2	13964	6982.00
292.82	2	14022	7011.00
285.32	2	14058	7029.00
277.81	2	14062	7031.00
270.30	2	14254	7127.00
262.79	2	14263	7131.50
255.28	2	14263	7131.50
247.77	2	14268	7134.00
240.27	2	14327	7163.50
232.76	3	14456	4818.67
225.25	3	14641	4880.33
217.74	3	14679	4893.00
210.23	3	14717	4905.67
202.73	3	14758	4919.33
195.22	3	14767	4922.33
187.71	3	14888	4962.67
180.20	3	15016	5005.33
172.69	2	16442	8221.00
165.18	2	16862	8431.00
157.68	2	16902	8451.00
150.17	2	16923	8461.50
142.66	2	17605	8802.50
135.15	2	17638	8819.00
127.64	2	17647	8823.50
120.13	2	17735	8867.50
112.62	2	17751	8875.50
105.12	2	17766	8883.00
97.61	2	17786	8893.00
90.10	2	17835	8917.50
82.59	2	17863	8931.50
75.08	2	17890	8945.00
67.57	2	17893	8946.50
60.07	3	18044	6014.67
52.56	3	18087	6029.00
45.05	3	18127	6042.33
37.54	5	19111	3822.20
30.03	9	20014	2223.78
22.52	39	27288	699.69
15.02	103	58128	564.35
7.51	381	170214	446.76
0.00	7	3768051	538293.00
